Symbol,Name,IndustryCode,Industry
EA,Electronic Arts Inc,57201020,소프트웨어
ON,ON Semiconductor Corp,57101010,반도체
CSGP,CoStar Group Inc,57201030,온라인 서비스
BIDU,Baidu Inc ADR,57201030,온라인 서비스
NDAQ,Nasdaq Inc,55102050,"금융, 상품 시장 운영 및 서비스 제공"
VRSK,Verisk Analytics Inc,57201010,IT 서비스 및 컨설팅
CDW,CDW Corp,57107010,통합 하드웨어 및 소프트웨어
ACGL,Arch Capital Group Ltd,55301020,손해보험
DLTR,Dollar Tree Inc,53402020,할인점
FANG,Diamondback Energy Inc,50102020,"오일, 가스 탐사 및 생산"
CCEP,Coca-Cola Europacific Partners PLC,54101030,무알콜 음료
RYAAY,Ryanair Holdings PLC ADR,52406010,항공사
BIIB,Biogen Inc,56201040,제약
BKR,Baker Hughes Co,50103020,오일 관련 서비스 및 장비
ZS,Zscaler Inc,57201020,소프트웨어
MDB,MongoDB Inc,57201020,소프트웨어
GFS,GlobalFoundries Inc,57101020,반도체 장비 및 테스트
ANSS,ANSYS Inc,57201020,소프트웨어
WTW,Willis Towers Watson PLC,55301010,복합보험 및 중개인
ICLR,ICON PLC,56202010,생명 공학 및 의학 연구
TCOM,Trip.com Group Ltd ADR,53301040,여가 및 오락시설
XEL,Xcel Energy Inc,59101010,전력 유틸리티
TSCO,Tractor Supply Co,53403090,기타 전문 소매
ULTA,Ulta Beauty Inc,53403090,기타 전문 소매
SPLK,Splunk Inc,57201020,소프트웨어
EBAY,eBay Inc,57201030,온라인 서비스
TROW,T Rowe Price Group Inc,55102020,투자 관리 및 펀드 운영
FITB,Fifth Third Bancorp,55101010,은행
SYM,Symbotic Inc,52102010,산업용 기계 및 장비
TTWO,Take-Two Interactive Software Inc,57201020,소프트웨어
VOD,Vodafone Group PLC ADR,57401020,무선 통신 서비스
AXON,Axon Enterprise Inc,52101010,항공우주 및 방위
SBAC,SBA Communications Corp,60102040,특수 REITs
ALGN,Align Technology Inc,56101020,"의료 장비, 물품 및 유통"
MBLY,Mobileye Global Inc,57107010,통합 하드웨어 및 소프트웨어
ARGX,argenx SE ADR,56202010,생명 공학 및 의학 연구
PTC,PTC Inc,57201020,소프트웨어
MSTR,Microstrategy Inc,57201020,소프트웨어
TW,Tradeweb Markets Inc,55102050,"금융, 상품 시장 운영 및 서비스 제공"
ENTG,Entegris Inc,57101020,반도체 장비 및 테스트
ERIE,Erie Indemnity Co,55301020,손해보험
BNTX,BioNTech SE ADR,56202010,생명 공학 및 의학 연구
APP,Applovin Corp,57201020,소프트웨어
ILMN,Illumina Inc,56101010,첨단 의료 장비 및 기술
NTAP,NetApp Inc,57106010,컴퓨터 하드웨어
WBD,Warner Bros Discovery Inc,53302020,방송
FCNCA,First Citizens BancShares Inc (Delaware),55101010,은행
WDC,Western Digital Corp,57106010,컴퓨터 하드웨어
STLD,Steel Dynamics Inc,51201020,철 및 강철
JBHT,J B Hunt Transport Services Inc,52405030,지상 화물 및 물류
CELH,Celsius Holdings Inc,54101030,무알콜 음료
ZM,Zoom Video Communications Inc,57201020,소프트웨어
COO,Cooper Companies Inc,56101020,"의료 장비, 물품 및 유통"
DKNG,Draftkings Inc,53301030,카지노 및 도박
KSPI,Kaspi.kz AO ADR,57301010,핀테크
LPLA,LPL Financial Holdings Inc,55102010,투자 은행 및 중개 서비스
HBAN,Huntington Bancshares Inc,55101010,은행
STX,Seagate Technology Holdings PLC,57106010,컴퓨터 하드웨어
VRSN,VeriSign  Inc,57201010,IT 서비스 및 컨설팅
GMAB,Genmab A/S ADR,56202010,생명 공학 및 의학 연구
ALNY,Alnylam Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
PFG,Principal Financial Group Inc,55102020,투자 관리 및 펀드 운영
OKTA,Okta Inc,57201010,IT 서비스 및 컨설팅
CHKP,Check Point Software Technologies Ltd,57201020,소프트웨어
CINF,Cincinnati Financial Corp,55301020,손해보험
EXPE,Expedia Group Inc,53301040,여가 및 오락시설
WBA,Walgreens Boots Alliance Inc,54301010,의약품 소매
RPRX,Royalty Pharma PLC,56201040,제약
HOLX,Hologic Inc,56101010,첨단 의료 장비 및 기술
WMG,Warner Music Group Corp,53302030,엔터테인먼트 제작
ENPH,Enphase Energy Inc,50201010,재생 가능 에너지 장비 및 서비스
SWKS,Skyworks Solutions Inc,57101010,반도체
CG,Carlyle Group Inc,55102020,투자 관리 및 펀드 운영
ERIC,Telefonaktiebolaget LM Ericsson ADR,57102010,통신 및 네트워킹
FSLR,First Solar Inc,50201010,재생 가능 에너지 장비 및 서비스
AKAM,Akamai Technologies Inc,57201010,IT 서비스 및 컨설팅
TER,Teradyne Inc,57101020,반도체 장비 및 테스트
NTRS,Northern Trust Corp,55102020,투자 관리 및 펀드 운영
TPG,TPG Inc,55102020,투자 관리 및 펀드 운영
MANH,Manhattan Associates Inc,57201010,IT 서비스 및 컨설팅
BMRN,Biomarin Pharmaceutical Inc,56201040,제약
SIRI,Sirius XM Holdings Inc,53302020,방송
SAIA,Saia Inc,52405030,지상 화물 및 물류
NTNX,Nutanix Inc,57201010,IT 서비스 및 컨설팅
POOL,Pool Corp,53205020,오락용 제품
LOGI,Logitech International SA,57106010,컴퓨터 하드웨어
BGNE,Beigene Ltd ADR,56202010,생명 공학 및 의학 연구
SSNC,SS&C Technologies Holdings Inc,57201010,IT 서비스 및 컨설팅
TRMB,Trimble Inc,57201020,소프트웨어
NDSN,Nordson Corp,52102010,산업용 기계 및 장비
NICE,Nice Ltd ADR,57201020,소프트웨어
ZBRA,Zebra Technologies Corp,57104010,전자 장비 및 부품
FWONK,Liberty Media Formula One Ord Shs Series C,53302020,방송
BSY,Bentley Systems Inc,57201020,소프트웨어
HST,Host Hotels & Resorts Inc,60102040,특수 REITs
VTRS,Viatris Inc,56201040,제약
LECO,Lincoln Electric Holdings Inc,52102010,산업용 기계 및 장비
UAL,United Airlines Holdings Inc,52406010,항공사
HOOD,Robinhood Markets Inc,57301010,핀테크
GEN,Gen Digital Inc,57201020,소프트웨어
LKQ,LKQ Corp,53101020,"자동차, 트럭 및 오토바이 부품"
XP,XP Inc,55102010,투자 은행 및 중개 서비스
NBIX,Neurocrine Biosciences Inc,56202010,생명 공학 및 의학 연구
AZPN,Aspen Technology Inc,57201020,소프트웨어
MORN,Morningstar Inc,52203070,전문 정보 서비스
INCY,Incyte Corp,56201040,제약
FLEX,Flex Ltd,57104010,전자 장비 및 부품
BRKR,Bruker Corp,56101010,첨단 의료 장비 및 기술
JKHY,Jack Henry & Associates Inc,57201010,IT 서비스 및 컨설팅
MEDP,Medpace Holdings Inc,56202010,생명 공학 및 의학 연구
LNT,Alliant Energy Corp,59101010,전력 유틸리티
GRAB,Grab Holdings Ltd,57201020,소프트웨어
GLPI,Gaming and Leisure Properties Inc,60102040,특수 REITs
VFS,VinFast Auto Ltd,53101010,자동차 및 트럭 제조
LAMR,Lamar Advertising Co,60102040,특수 REITs
PODD,Insulet Corp,56101020,"의료 장비, 물품 및 유통"
RIVN,Rivian Automotive Inc,53101010,자동차 및 트럭 제조
KRTX,Karuna Therapeutics Inc,56202010,생명 공학 및 의학 연구
TECH,Bio-Techne Corp,56202010,생명 공학 및 의학 연구
ARCC,Ares Capital Corp,55501030,폐쇄형 펀드
PAA,Plains All American Pipeline Units,50103030,오일 및 가스 수송 서비스
LEGN,Legend Biotech Corp ADR,56202010,생명 공학 및 의학 연구
EVRG,Evergy Inc,59101010,전력 유틸리티
LSCC,Lattice Semiconductor Corp,57101010,반도체
QRVO,Qorvo Inc,57101010,반도체
FIVE,Five Below Inc,53402010,백화점
CASY,Caseys General Stores Inc,54301020,식품 소매 및 유통
FFIV,F5 Inc,57201010,IT 서비스 및 컨설팅
REG,Regency Centers Corp,60102020,상업용 REITs
SRPT,Sarepta Therapeutics Inc,56202010,생명 공학 및 의학 연구
WYNN,Wynn Resorts Ltd,53301030,카지노 및 도박
UTHR,United Therapeutics Corp,56202010,생명 공학 및 의학 연구
AFRM,Affirm Holdings Inc,57301010,핀테크
EXAS,Exact Sciences Corp,56202010,생명 공학 및 의학 연구
NTRA,Natera Inc,56102010,의료 시설 및 서비스
RGEN,Repligen Corp,56101020,"의료 장비, 물품 및 유통"
HTHT,H World Group Ltd ADR,53301010,"호텔, 모텔 및 크루즈 라인"
MNDY,Monday.Com Ltd,57201020,소프트웨어
CYBR,Cyberark Software Ltd,57201020,소프트웨어
DOX,Amdocs Ltd,57201010,IT 서비스 및 컨설팅
DOCU,DocuSign Inc,57201020,소프트웨어
WING,Wingstop Inc,53301020,레스토랑 및 바
EWBC,East West Bancorp Inc,55101010,은행
CHK,Chesapeake Energy Corp,50102020,"오일, 가스 탐사 및 생산"
OTEX,Open Text Corp,57201020,소프트웨어
CFLT,Confluent Inc,57201020,소프트웨어
TXRH,Texas Roadhouse Inc,53301020,레스토랑 및 바
TTEK,Tetra Tech Inc,52203010,환경 서비스 및 장비
NWSA,News Corp Class A,53302040,소비자 출판
AAL,American Airlines Group Inc,52406010,항공사
HSIC,Henry Schein Inc,56101020,"의료 장비, 물품 및 유통"
Z,Zillow Group Inc Class C,60101020,부동산 서비스
SWAV,Shockwave Medical Inc,56101020,"의료 장비, 물품 및 유통"
ESLT,Elbit Systems Ltd,52101010,항공우주 및 방위
PCTY,Paylocity Holding Corp,57201020,소프트웨어
GTLB,GitLab Inc,57201020,소프트웨어
APA,APA Corp (US),50102020,"오일, 가스 탐사 및 생산"
CART,Maplebear Inc,57201030,온라인 서비스
LNW,Light & Wonder Inc,53301030,카지노 및 도박
MTCH,Match Group Inc,57201030,온라인 서비스
DUOL,Duolingo Inc,57201030,온라인 서비스
ROKU,Roku Inc,53302030,엔터테인먼트 제작
SEIC,SEI Investments Co,55102020,투자 관리 및 펀드 운영
CZR,Caesars Entertainment Inc,53301030,카지노 및 도박
WWD,Woodward Inc,52101010,항공우주 및 방위
ROIV,Roivant Sciences Ltd,56201040,제약
WSC,Willscot Mobile Mini Holdings Corp,52203040,경영 지원 서비스
MKSI,MKS Instruments Inc,52102010,산업용 기계 및 장비
AMKR,Amkor Technology Inc,57101020,반도체 장비 및 테스트
GNTX,Gentex Corp,53101020,"자동차, 트럭 및 오토바이 부품"
NXT,Nextracker Inc,50201010,재생 가능 에너지 장비 및 서비스
CHRW,CH Robinson Worldwide Inc,52405030,지상 화물 및 물류
ASND,Ascendis Pharma A/S ADR,56202010,생명 공학 및 의학 연구
CHDN,Churchill Downs Inc,53301030,카지노 및 도박
DBX,Dropbox Inc,57201020,소프트웨어
MIDD,Middleby Corp,52102010,산업용 기계 및 장비
APPF,Appfolio Inc,57201020,소프트웨어
OLED,Universal Display Corp,57101010,반도체
WIX,Wix.Com Ltd,57201030,온라인 서비스
ETSY,ETSY Inc,53402010,백화점
VKTX,Viking Therapeutics Inc,56202010,생명 공학 및 의학 연구
IEP,Icahn Enterprises Units,50102030,"오일, 가스 정제 및 마케팅"
MKTX,Marketaxess Holdings Inc,55102050,"금융, 상품 시장 운영 및 서비스 제공"
WFRD,Weatherford International PLC,50103020,오일 관련 서비스 및 장비
FUTU,Futu Holdings Ltd ADR,57301010,핀테크
DSGX,Descartes Systems Group Inc,57201020,소프트웨어
PCVX,Vaxcyte Inc,56202010,생명 공학 및 의학 연구
ACHC,Acadia Healthcare Company Inc,56102010,의료 시설 및 서비스
COKE,Coca-Cola Consolidated Inc,54101030,무알콜 음료
PPC,Pilgrims Pride Corp,54102020,식품 가공
APLS,Apellis Pharmaceuticals Inc,56201040,제약
CROX,Crocs Inc,53202030,제화
CERE,Cerevel Therapeutics Holdings Inc,56202010,생명 공학 및 의학 연구
BZ,Kanzhun Ltd ADR,52203030,고용 서비스
FSV,Firstservice Corp,60101020,부동산 서비스
SAIC,Science Applications International Corp,57201010,IT 서비스 및 컨설팅
CCCS,CCC Intelligent Solutions Holdings Inc,57201020,소프트웨어
RGLD,Royal Gold Inc,51201060,금
SOFI,SoFi Technologies Inc,55101030,소비자 대출
JAZZ,Jazz Pharmaceuticals PLC,56201040,제약
LYFT,Lyft Inc,57201030,온라인 서비스
LCID,Lucid Group Inc,53101010,자동차 및 트럭 제조
HAS,Hasbro Inc,53205010,장난감 및 어린이 제품
MASI,Masimo Corp,56101020,"의료 장비, 물품 및 유통"
MTSI,MACOM Technology Solutions Holdings Inc,57101010,반도체
UFPI,Ufp Industries Inc,51301010,임업 및 목재 제품
RMBS,Rambus Inc,57101010,반도체
ENSG,Ensign Group Inc,56102010,의료 시설 및 서비스
CGNX,Cognex Corp,52102010,산업용 기계 및 장비
LBRDK,Liberty Broadband Corp Series C,53302020,방송
XRAY,DENTSPLY SIRONA Inc,56101020,"의료 장비, 물품 및 유통"
CACC,Credit Acceptance Corp,55101030,소비자 대출
MAT,Mattel Inc,53205010,장난감 및 어린이 제품
NFE,New Fortress Energy Inc,59102010,천연가스 유틸리티
HQY,Healthequity Inc,57201020,소프트웨어
ALTR,Altair Engineering Inc,57201010,IT 서비스 및 컨설팅
FOXA,Fox Corp Class A,53302020,방송
YNDX,Yandex NV,57201030,온라인 서비스
SPSC,SPS Commerce Inc,57201020,소프트웨어
CBSH,Commerce Bancshares Inc,55101010,은행
CYTK,Cytokinetics Inc,56202010,생명 공학 및 의학 연구
CHRD,Chord Energy Corp,50102020,"오일, 가스 탐사 및 생산"
LSTR,Landstar System Inc,52405030,지상 화물 및 물류
EXEL,Exelixis Inc,56202010,생명 공학 및 의학 연구
AGNC,AGNC Investment Corp,60102040,특수 REITs
AAON,Aaon Inc,52102030,전기 부품 및 장비
PARA,Paramount Global Class B,53302020,방송
PNFP,Pinnacle Financial Partners Inc,55101010,은행
IONS,Ionis Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
ITCI,Intra-Cellular Therapies Inc,56201040,제약
MMYT,MakeMyTrip Ltd,53301040,여가 및 오락시설
SFM,Sprouts Farmers Market Inc,54301020,식품 소매 및 유통
NOVT,Novanta Inc,57104010,전자 장비 및 부품
LSXMK,Liberty Media Liberty SiriusXM Ord Shs Series C,53302020,방송
CRSP,CRISPR Therapeutics AG,56202010,생명 공학 및 의학 연구
SIGI,Selective Insurance Group Inc,55301020,손해보험
ZI,Zoominfo Technologies Inc,57201010,IT 서비스 및 컨설팅
QLYS,Qualys Inc,57201010,IT 서비스 및 컨설팅
DRS,Leonardo DRS Inc,52101010,항공우주 및 방위
VNOM,Viper Energy Inc,50102020,"오일, 가스 탐사 및 생산"
ZION,Zions Bancorporation NA,55101010,은행
FOX,Fox Corp Class B,53302020,방송
BPOP,Popular Inc,55101010,은행
RRR,Red Rock Resorts Inc,53301030,카지노 및 도박
NSIT,Insight Enterprises Inc,57106010,컴퓨터 하드웨어
CHX,ChampionX Corp,50103020,오일 관련 서비스 및 장비
ALGM,Allegro Microsystems Inc,57101010,반도체
REYN,Reynolds Consumer Products Inc,54201010,가정용 제품
LFUS,Littelfuse Inc,57104010,전자 장비 및 부품
WTFC,Wintrust Financial Corp,55101010,은행
RCM,R1 RCM Inc,56102010,의료 시설 및 서비스
FYBR,Frontier Communications Parent Inc,57401010,통합 통신 서비스
FTAI,FTAI Aviation Ltd,55101050,기업 금융 서비스
HLNE,Hamilton Lane Inc,55102020,투자 관리 및 펀드 운영
MARA,Marathon Digital Holdings Inc,57301030,블록 체인 및 암호화폐
CIGI,Colliers International Group Inc,60101020,부동산 서비스
OPCH,Option Care Health Inc,56102010,의료 시설 및 서비스
BOKF,BOK Financial Corp,55101010,은행
LANC,Lancaster Colony Corp,54102020,식품 가공
BPMC,Blueprint Medicines Corp,56202010,생명 공학 및 의학 연구
FRSH,Freshworks Inc,57201020,소프트웨어
TENB,Tenable Holdings Inc,57201020,소프트웨어
GLBE,Global-E Online Ltd,57201030,온라인 서비스
BBIO,BridgeBio Pharma Inc,56201040,제약
BECN,Beacon Roofing Supply Inc,53203020,건설 자재 및 비품
VRNS,Varonis Systems Inc,57201020,소프트웨어
CWST,Casella Waste Systems Inc,52203010,환경 서비스 및 장비
NXST,Nexstar Media Group Inc,53302020,방송
PEGA,Pegasystems Inc,57201020,소프트웨어
EXLS,Exlservice Holdings Inc,52203040,경영 지원 서비스
NUVL,Nuvalent Inc,56202010,생명 공학 및 의학 연구
BRZE,Braze Inc,57201020,소프트웨어
HALO,Halozyme Therapeutics Inc,56202010,생명 공학 및 의학 연구
NVMI,Nova Ltd,57101010,반도체
ASO,Academy Sports and Outdoors Inc,53403040,의류 및 액세서리 소매
HCP,HashiCorp Inc,57201020,소프트웨어
FRPT,Freshpet Inc,54102020,식품 가공
NWS,News Corp Class B,53302040,소비자 출판
STNE,StoneCo Ltd,57301010,핀테크
RVMD,Revolution Medicines Inc,56202010,생명 공학 및 의학 연구
FCFS,Firstcash Holdings Inc,55101030,소비자 대출
EEFT,Euronet Worldwide Inc,52203040,경영 지원 서비스
CRUS,Cirrus Logic Inc,57101010,반도체
BCPC,Balchem Corp,51101030,특수 화학제
AVAV,AeroVironment Inc,52101010,항공우주 및 방위
MDGL,Madrigal Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
OZK,Bank Ozk,55101010,은행
DOOO,BRP Inc,53205020,오락용 제품
PTEN,Patterson-UTI Energy Inc,50103010,오일 및 가스 시추
DLO,Dlocal Ltd,52203040,경영 지원 서비스
ALKS,Alkermes Plc,56202010,생명 공학 및 의학 연구
ONB,Old National Bancorp,55101010,은행
TXG,10X Genomics Inc,56101020,"의료 장비, 물품 및 유통"
SRCL,Stericycle Inc,52203010,환경 서비스 및 장비
SLAB,Silicon Laboratories Inc,57101010,반도체
COLM,Columbia Sportswear Co,53202020,의류 및 액세서리
KRYS,Krystal Biotech Inc,56202010,생명 공학 및 의학 연구
UBSI,United Bankshares Inc,55101010,은행
FELE,Franklin Electric Co Inc,52102010,산업용 기계 및 장비
FIZZ,National Beverage Corp,54101030,무알콜 음료
IMVT,Immunovant Inc,56202010,생명 공학 및 의학 연구
COOP,Mr Cooper Group Inc,55101030,소비자 대출
FFIN,First Financial Bankshares Inc,55101010,은행
IOVA,Iovance Biotherapeutics Inc,56202010,생명 공학 및 의학 연구
OLLI,Ollie's Bargain Outlet Holdings Inc,53402020,할인점
SLM,SLM Corp,55101030,소비자 대출
VERX,Vertex Inc,57201020,소프트웨어
ACT,Enact Holdings Inc,55301020,손해보험
FROG,Jfrog Ltd,57201020,소프트웨어
ESGR,Enstar Group Ltd,55301050,재보험
IPAR,Inter Parfums Inc,54201020,개인 생활 필수 용품
FRHC,Freedom Holding Corp,55102010,투자 은행 및 중개 서비스
IAC,IAC Inc,57201030,온라인 서비스
SBNY,Signature Bank,55101010,은행
CNXC,Concentrix Corp,52203040,경영 지원 서비스
LOT,Lotus Technology Inc ADR,53101010,자동차 및 트럭 제조
BILI,Bilibili Inc ADR,57201030,온라인 서비스
ITRI,Itron Inc,57104010,전자 장비 및 부품
MMSI,Merit Medical Systems Inc,56101020,"의료 장비, 물품 및 유통"
CVLT,Commvault Systems Inc,57201020,소프트웨어
POWI,Power Integrations Inc,57101010,반도체
SEDG,Solaredge Technologies Inc,50201010,재생 가능 에너지 장비 및 서비스
LNTH,Lantheus Holdings Inc,56101020,"의료 장비, 물품 및 유통"
AVT,Avnet Inc,57104010,전자 장비 및 부품
ALVO,Alvotech SA,56202010,생명 공학 및 의학 연구
FIVN,Five9 Inc,57201020,소프트웨어
SYNA,Synaptics Inc,57101010,반도체
PECO,Phillips Edison & Co Inc,60102020,상업용 REITs
VLY,Valley National Bancorp,55101010,은행
RARE,Ultragenyx Pharmaceutical Inc,56202010,생명 공학 및 의학 연구
BGC,Bgc Group Inc,55102010,투자 은행 및 중개 서비스
INSM,Insmed Inc,56202010,생명 공학 및 의학 연구
IPGP,IPG Photonics Corp,57104010,전자 장비 및 부품
ARWR,Arrowhead Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
EXPO,Exponent Inc,52203040,경영 지원 서비스
COLB,Columbia Banking System Inc,55101010,은행
BL,Blackline Inc,57201020,소프트웨어
UMBF,UMB Financial Corp,55101010,은행
LOPE,Grand Canyon Education Inc,63101010,기타 교육 서비스 제공
CRVL,CorVel Corp,56102010,의료 시설 및 서비스
CAR,Avis Budget Group Inc,52406020,지상 및 해상 여객 운송
SHC,Sotera Health Co,56102010,의료 시설 및 서비스
AEIS,Advanced Energy Industries Inc,52102030,전기 부품 및 장비
BLKB,Blackbaud Inc,57201020,소프트웨어
RELY,Remitly Global Inc,52203040,경영 지원 서비스
URBN,Urban Outfitters Inc,53403040,의류 및 액세서리 소매
ACAD,ACADIA Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
SWTX,SpringWorks Therapeutics Inc,56202010,생명 공학 및 의학 연구
ACLS,Axcelis Technologies Inc,57101020,반도체 장비 및 테스트
HWC,Hancock Whitney Corp,55101010,은행
SGRY,Surgery Partners Inc,56102010,의료 시설 및 서비스
CAMT,Camtek Ltd,57101020,반도체 장비 및 테스트
SATS,EchoStar Corp,57401020,무선 통신 서비스
WEN,Wendys Co,53301020,레스토랑 및 바
AZTA,Azenta Inc,56202010,생명 공학 및 의학 연구
ACLX,Arcellx Inc,56202010,생명 공학 및 의학 연구
ALRM,Alarm.com Holdings Inc,57201020,소프트웨어
VRRM,Verra Mobility Corp,52203040,경영 지원 서비스
CBAY,CymaBay Therapeutics Inc,56202010,생명 공학 및 의학 연구
CSWI,CSW Industrials Inc,52201020,건설 및 엔지니어링
PCH,Potlatchdeltic Corp,60102040,특수 REITs
CRDO,Credo Technology Group Holding Ltd,57101010,반도체
PSNY,Polestar Automotive Holding Uk Plc ADR Class A,53101010,자동차 및 트럭 제조
TSEM,Tower Semiconductor Ltd,57101010,반도체
FOLD,Amicus Therapeutics Inc,56202010,생명 공학 및 의학 연구
TRIP,Tripadvisor Inc,53301040,여가 및 오락시설
NEOG,Neogen Corp,56101020,"의료 장비, 물품 및 유통"
SANM,Sanmina Corp,57104010,전자 장비 및 부품
STEP,StepStone Group Inc,55102020,투자 관리 및 펀드 운영
PYCR,Paycor HCM Inc,57201020,소프트웨어
IQ,iQIYI Inc ADR,57201030,온라인 서비스
TFSL,TFS Financial Corp,55101010,은행
FORM,FormFactor Inc,57101020,반도체 장비 및 테스트
OTTR,Otter Tail Corp,59101010,전력 유틸리티
WIRE,Encore Wire Corp,52102030,전기 부품 및 장비
CLSK,CleanSpark Inc,57301030,블록 체인 및 암호화폐
GT,Goodyear Tire & Rubber Co,53101030,타이어 및 고무 제품
AUR,Aurora Innovation Inc,57201020,소프트웨어
XENE,Xenon Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
